category,product name,location,price,overall rating,number sold,total review,customer review,sentiment,region,salary
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,udah pernah beli ini sebelumnya dan udah abis. jd skrg beli lagi :) makasih ka,1,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,ini yg ke 2x aku pesan Alhamdulillah brg sesuai pesanan n tepat wkt ... Terimakasih ... recommended seller ????,1,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,pertama kali pesan wood pallet respon seller gercep lsg sampe dirmh ... awesome ?? next aku pesan lg ... Terimakasih kak ... recommended seller ????,1,dki jakarta,5396760.0
animal care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,jakarta barat,3500,4.9,22900,1395,"So far kualitas dan bentuk pellet paling bagus dari smua toko yg pernah saya beli. Packing oke dan pengiriman juga cepat, recommended lah pokoknya ????",1,dki jakarta,5396760.0
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,"pembelian kedua, semoga sehat lagi kucingnya",1,dki jakarta,5396760.0
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,reoderrrrr,1,dki jakarta,5396760.0
animal care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,jakarta barat,27500,4.9,5664,1816,alas kandang nya oke banged..tebal dan bahannya bagus..pengemasan dan pengiriman jg cepat ??????????,1,dki jakarta,5396760.0
animal care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,jakarta barat,75000,4.8,7894,3372,"Obatnya manjur, anjing ku udah mulai pulih dari sakit kulitnya, thanks gan, recommended seller",1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,"pembelian kedua, puas dengan barangnya. produk all in one. suka sekali dengan produk ini, recommended untuk anabul ????",1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,Terbaikkkkkkkkkkk,1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,2nd purchase & selalu amaze sm cara mrk packing.. tebellllll n rapihhhh bngt bubble wrap nyaaaa ??????????????????,1,dki jakarta,5396760.0
animal care,PURR+ Premium Pet Spray 500ML Antiseptic Ion-Activated Water,jakarta utara,65000,5.0,1793,1085,"woooowww kereenn langsung dipakai untuk anabul, bulunya langsung bersih dan bagus, packingnya sangat bagus dan aman, terima kasih",1,dki jakarta,5396760.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,"mantap banget, ikan cupang sehat, lincah dan langsung menyesuaikan dengan air di dalam aquarium baru. ekor sirip half moon bgt!",1,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,ikan bagus dan sehat. mantaaaaap,1,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,"Packing oke banget, ikannya juga mantebbb, langganan nih",1,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,Bagusss bgt ikannyaa.. ????,1,banten,2905119.0
animal care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,tangerang,99000,4.8,1237,561,"Produk top markotop bangeet deh, selalu ada promo, ikan sehat dan cantik cantik dan delivery cepat sekali dan seller recommended banget",1,banten,2905119.0
animal care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,jakarta selatan,39000,4.9,11300,4296,"wih mantap betul sellernya, aku pesen siang menjelang sore langsung sat set sat set tiba2 malemnya udah sampe ???? makasih seller !!",1,dki jakarta,5396760.0
animal care,Burung Lovebird Josan,jakarta selatan,100000,4.9,617,283,pengiriman express...burungnya lincah banget..top markotop...,1,dki jakarta,5396760.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,"Barangnya bagus bgt. Kokoh, sisirnya jg ga tajem, tombol kliknya juga praktis",1,banten,2905119.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,barang bagus banget build qualitynya. kokoh. juga kucing saya suka. dan ngebersihin bulunya gampang.,1,banten,2905119.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,Barangnya bagus mewah banget. Udah dicoba jg bulu2 yg ngegumpal ke tarik jg. Bagus pokoknya,1,banten,2905119.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,"Bagus banget sisirnya, mudah2an awet",1,banten,2905119.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,ini bagus banget.. kualitas mantap,1,banten,2905119.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,"Baguuuus, sisirnya halus banget.. Udah aku coba pake ke anak2 bulu aku ??",1,banten,2905119.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,"mantabs sih, build quality nya bagus banget.. dan satisfying banget pas ambil bulu kucing dari sela sela sisir nya..",1,banten,2905119.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,bagus sekali kualitas sisirnya!!! tombolnya mudah dipencet sehingga bulu gampang lepas. kucing saya juga suka banget tiap disisir sampe merem melek,1,banten,2905119.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,"Barangnya bagus banget, sesuai sama harga, gagangnya juga kokoh banget dan keliatannya kaya bagus gitu",1,banten,2905119.0
animal care,Sisir Bulu Hewan Anjing Kucing - Premium Auto Clean Dog Slicker Brush - Hijau,tangerang,89000,5.0,1443,800,suka bngt ... bner2 kepake ga sia2 beli,1,banten,2905119.0
animal care,Paw Underpad Pee Pad Toilet Training Anjing 60x90 isi 10 Lembar,jakarta barat,29500,5.0,61800,4562,Ini barang keterlaluan sih bilang ukuran 60x90 tp sunat bahannya keterlaluan banget. Terlihat di foto underpad saya yg lama merk lain jauh lbh besar dan lbh tebel. Bkn masalah harga cuman 50rb an tp kesel aja liat penjual kasih spek tp jauh banget dari ukuran sebenernya. Kapok deh ga bakal beli merek ini lagi. Terima kasih,0,dki jakarta,5396760.0
animal care,Alas Kandang Hewan Kucing / Anjing / Tortoise 40 x 60 - Hitam,jakarta barat,27500,4.9,5664,1816,pesan 2 yang di kirim cuman 1 udah bayar ongkir 2 Kg lagi rugi rugi kapok beli di sini,0,dki jakarta,5396760.0
animal care,Drontal Cat / Obat Cacing Kucing / Drontal Kucing / DrontalCat Tablet,jakarta timur,32900,4.8,310,48,GAK RECOMENDED. Produk sih ok spt biasa. Tp packing cuma pk amplop kondangan putih dibungkus plastik. Ya jebol semua obatnya. Padahal buat stok. Najong banget dah. Di chat ga dibales. Kapok lah gw belanja disini.,0,dki jakarta,5396760.0
animal care,DESINFEKTAN MedLab 5 Liter antiseptik,jakarta barat,40500,4.9,14100,4374,jumlah barang yang dipesan dan barang yang sampai tidak sesuai,0,dki jakarta,5396760.0
animal care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,jakarta barat,19600,4.9,33600,7425,"Saya pesan 18kg yg bentuk ikan, dikirim yg donat, kucing pada mencret",0,dki jakarta,5396760.0
animal care,DESINFEKTAN MedLab 5 Liter antiseptik,jakarta barat,40500,4.9,14100,4374,"barang sampai ada yg pecah, bekas di tambal..",0,dki jakarta,5396760.0
animal care,DESINFEKTAN MedLab 5 Liter antiseptik,jakarta barat,40500,4.9,14100,4374,"Biasa disinfectant klo di nyalain api menyala, yg ini tidak ! Jd ragu!!",0,dki jakarta,5396760.0
animal care,DESINFEKTAN MedLab 5 Liter antiseptik,jakarta barat,40500,4.9,14100,4374,"beli 2 jerigen kemasan 5 liter, 1 jerigen ada yg kurang isinya",0,dki jakarta,5396760.0
animal care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,jakarta utara,145000,5.0,3768,3577,"barang ada yg gk sampe , ud complain juga , tetep aja , rugi belanja disini",0,dki jakarta,5396760.0
animal care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,jakarta utara,145000,5.0,3768,3577,Barang yg saya pesan tidak sesuai pesanan. Udah komunikasi via chat untuk minta tukar dan minta tolong direspon ke tokopedia care tapi ga ada balesan sama sekali. Pertama kali saya ngalamin kyk begini selama belanja di toped.,0,dki jakarta,5396760.0
animal care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,jakarta utara,145000,5.0,3768,3577,"Mending cari penjual lain klo mau beli pet cargo, masih banyak seler lain. Dr seller berat di Markup 6,4kg. Asli nya berat cuma 2,2kg dr ekspedisi. Dg alasan dimensi. Padhal barang nya masih wajar karena dalam bentuk blm di install (kecil, ringan). Saya pernah beli di seller lain gada masalah dimensi sampai 6kg lebih.",0,dki jakarta,5396760.0
animal care,Keong Assassin Snail Pembasmi Keong Hama Aquascape,tangerang,4200,4.8,2738,284,Bangke sampe Rumah mati semua. Jangan beli disini.,0,banten,2905119.0
animal care,Keong Assassin Snail Pembasmi Keong Hama Aquascape,tangerang,4200,4.8,2738,284,"Sangat kecewa harga mahal, keong nya sangat kecil, tolong jangan sampai tertipu dengan gambar !",0,banten,2905119.0
animal care,Keong Assassin Snail Pembasmi Keong Hama Aquascape,tangerang,4200,4.8,2738,284,"payah yang dikirim kecil2, diterima byk mati sengaja pilih official dan harga mahal tau gitu pilih yang 2500 aj di toko lain, sama aja hasilnya",0,banten,2905119.0
animal care,Burung Lovebird Josan,jakarta selatan,100000,4.9,617,283,"Respon lambat pengiriman lambat , toop kapok bgt",0,dki jakarta,5396760.0
animal care,Burung Lovebird Josan,jakarta selatan,100000,4.9,617,283,burung sakit sama kaki nya ga normal bang.. kenapa di kasih ke saya.,0,dki jakarta,5396760.0
animal care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,jakarta barat,19600,4.9,33600,7425,tenyata gak bagus utk kucing jantan di saluran urine nya ... hati2,0,dki jakarta,5396760.0
animal care,MAKANAN KUCING BOLT REPACK 1Kg - TUNA IKAN,jakarta barat,19600,4.9,33600,7425,tidak sesuai pesanan ...barang yg kirim kurang... penjual asal paking saja tidak teliti,0,dki jakarta,5396760.0
animal care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,jakarta barat,79000,4.9,8508,4107,"gak ada pengaruh, kutu msih hidup, sdh saya tes langsung. merasa ditipu nih, semoga dapat karma dah lu",0,dki jakarta,5396760.0
animal care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,jakarta barat,79000,4.9,8508,4107,"Stelah pemakaian rutin, kutu anjing makin banyak. Spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini.",0,dki jakarta,5396760.0
animal care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,depok,12000,4.9,19400,3151,"ga sesuai pesan adult dikirim kitten, kaleng pd penyok..diretur mahalan ongkirnya",0,jawa barat,2191232.0
animal care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,depok,12000,4.9,19400,3151,wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,0,jawa barat,2191232.0
animal care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,depok,12000,4.9,19400,3151,"memang lebih murah dari yang lain, tapi rata2 udah ngga fresh lagi :(",0,jawa barat,2191232.0
animal care,ARTEMIA HIDUP SEGAR PAKAN MAKANAN IKAN BURAYAK TERUMBU KARANG,bandung,6800,4.9,1661,611,kotor cangkan semua dan ga terima retur..hati,0,jawa barat,2191232.0
animal care,ARTEMIA HIDUP SEGAR PAKAN MAKANAN IKAN BURAYAK TERUMBU KARANG,bandung,6800,4.9,1661,611,bangkai yg ada...sdh pd mati semuanyaaa,0,jawa barat,2191232.0
animal care,VITAMIN BULU KUCING ANJING OBAT BULU RONTOK KUSAM PELEBAT BULU TERBAIK - 50 Kapsul (New),depok,80000,4.9,1799,1045,sepertinya kurang cocok di kucing saya... pemakaian sudah masuk 3 minggu belum ada perkembangan...,0,jawa barat,2191232.0
animal care,MAXI Cat Food repack 500 gram & 1kg chicken tuna - Makanan kucing - 1 kg,jakarta timur,24800,5.0,11600,2696,"lain kali kalau belanja di timbang di rumah wkwkk, ntar kayak gini. percuma timbangan bagus tapi setelan di ubah",0,dki jakarta,5396760.0
animal care,ARTEMIA HIDUP SEGAR PAKAN MAKANAN IKAN BURAYAK TERUMBU KARANG,bandung,6800,4.9,1661,611,artemia dtg udah byk yg mati,0,jawa barat,2191232.0
animal care,MAXI Cat Food repack 500 gram & 1kg chicken tuna - Makanan kucing - 1 kg,jakarta timur,24800,5.0,11600,2696,"pembelian ke 2 beda 10 hari aja, kenapa pelet maxi nya beda ya, lebih kecil2 dr biasanya dan warna lebih gelap. aroma juga beda.",0,dki jakarta,5396760.0
animal care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,jakarta barat,19500,5.0,19400,4962,Paking tidak rapih jebol,0,dki jakarta,5396760.0
animal care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,jakarta barat,19500,5.0,19400,4962,udah kesobek makanan kucing nya alot,0,dki jakarta,5396760.0
animal care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,jakarta barat,19500,5.0,19400,4962,"pesanan sebelumnya barang diterima keadaan baik, tapi pesanan sekarang kemasan sudah robek dan bolong.",0,dki jakarta,5396760.0
animal care,Makanan Kucing Bolt - Catfood Bolt Repack Kualitas terbaik 800gr - Kibble IKAN,bandung,16000,5.0,15000,3276,"Beberapa hari yg lalu saya pesan 4 pcs bolt salmon tapi hanya dikirim 1 bolt salmon dan 3 nya tuna. Harga beda 600 rupiahan sih tp bukan masalah beda 600 rupiahnya cuma lebih ke kewajiban memberikan barang sesuai dgn yg dibeli konsumen aja biar konsumen ga rugi. Janji bakal dikirim salmon dipesanan kali ini tp tetep dikirim tuna, klo barang kosong seharusnya konfirmasi bukan asal kirim aja. ok makasih deh ka.. Semoga konsumen lain ga mengalami seperti ini.",0,jawa barat,2191232.0
animal care,Life cat Kaleng 400gr - Makanan Basah kucing life cat kaleng 400gr,depok,12000,4.9,18900,3050,wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,0,jawa barat,2191232.0
animal care,Repack Ori Cat Food Oricat 1kg 1 kg Mirip Jio Bolt Maxi Cat Tasty,depok,18900,5.0,13400,3710,kucingnya muntah muntah,0,jawa barat,2191232.0
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,tangerang,128600,4.9,2501,1173,Barangnya oke dan harganya jg terjangkau. Packingnya rapi bgt. jempolan sellernya,1,banten,2905119.0
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,tangerang,128600,4.9,2501,1173,"harga ok, pengiriman cepat, packing aman",1,banten,2905119.0
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,tangerang,128600,4.9,2501,1173,"Barang sesuai deskripsi, cepat sampai",1,banten,2905119.0
body care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,tangerang,128600,4.9,2501,1173,"barang bagus, packing rapi dan sesuai",1,banten,2905119.0
body care,Whisper Pembalut Wanita Regular Flow 40's,jakarta timur,50800,4.9,11700,4349,"Pengiriman cepat, packing aman, respon penjual baik harga oke lg promo. Terima kasih",1,dki jakarta,5396760.0
body care,Whisper Pembalut Wanita Regular Flow 40's,jakarta timur,50800,4.9,11700,4349,Barang diterima dalam keadaan baik,1,dki jakarta,5396760.0
body care,Whisper Pembalut Wanita Regular Flow 40's,jakarta timur,50800,4.9,11700,4349,"kemasan ok, aman bgt. isi sangat banyak. produknya nyaman dipakai",1,dki jakarta,5396760.0
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,jakarta selatan,193000,4.8,1362,585,Sudah sesuai dengan pesanan,1,dki jakarta,5396760.0
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,jakarta selatan,193000,4.8,1362,585,sesuai dengan pesann dan barang cepet sampai sesuai pilihan pengiriman,1,dki jakarta,5396760.0
body care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,jakarta selatan,193000,4.8,1362,585,"transaksi COD gampang, kirimnya cepat sampe, packingnya rapih, smoga produknya cocok nih.",1,dki jakarta,5396760.0
body care,Lux Hand Sanitizer Jasmine 50ml,tangerang,29100,4.9,143400,5572,"barang sudah sampai, dipacking dengan aman dan dpt hrga promo lg, thanks seller",1,banten,2905119.0
body care,Lux Hand Sanitizer Jasmine 50ml,tangerang,29100,4.9,143400,5572,"Mantab, murah dan berkualitas",1,banten,2905119.0
body care,Lux Hand Sanitizer Jasmine 50ml,tangerang,29100,4.9,143400,5572,"sdh diterima dg baik,tdk ada yg bocor. pengiriman cepat",1,banten,2905119.0
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,tangerang,76900,4.9,10000,4973,"produk asli, murah, pengiriman cepat. abang kurir nya jg baik bgt, jagain bener paketnya smp masukin tas biar ga basah kena hujan.diantr malem2 smbl minta maaf..duhh murah rejekinya ya",1,banten,2905119.0
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,tangerang,76900,4.9,10000,4973,"packing rapi dan aman, pengiriman cepat, produk sesuai pesanan. makasih buat bonusnya",1,banten,2905119.0
body care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,tangerang,76900,4.9,10000,4973,Terimakasih paketnya sudah saya terima.... sukses terus ya,1,banten,2905119.0
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,jakarta barat,381000,4.9,3517,1804,"respon cepat,packing aman,banyak bonus nya.pemesanan yg ke 2x nya.trims agan sukses selalu",1,dki jakarta,5396760.0
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,jakarta barat,381000,4.9,3517,1804,Sudah diterima dalam keadaan lengkap dan ada bonusnya juga. Terima kasih seller,1,dki jakarta,5396760.0
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,jakarta barat,381000,4.9,3517,1804,"Paket cepat datang, packing aman sekali, dapet bonus hair masker wanginya enak banget. Thank you loreal",1,dki jakarta,5396760.0
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,jakarta barat,381000,4.9,3517,1804,repurchase ke 3 sangat puas dengan barang dan respon seller nya udah gitu selalu dapat bonus terima kasih,1,dki jakarta,5396760.0
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,jakarta barat,381000,4.9,3517,1804,Terbukti menumbuhkan rambut�beli yg ke-2 kalinya ini.,1,dki jakarta,5396760.0
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,jakarta barat,381000,4.9,3517,1804,Dapat sama seperti foto pembeli lain. Serumnya dipakai dingin tidak panas.,1,dki jakarta,5396760.0
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,jakarta barat,381000,4.9,3517,1804,"paket sampai super cepat. barang ori dari official.shop gitu lho. baru akan digunakan hari ini. kalo ada hasilnya, aku pesan lagi.",1,dki jakarta,5396760.0
body care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,jakarta barat,381000,4.9,3517,1804,barangnya sesuai deskripsi...semoga berhasil byee bye .rambut rontok. Respon bagus dr reseller. GOOD .,1,dki jakarta,5396760.0
